Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,cp_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
BF,1,2900,23121,22,2387,3456,17097,14,57826,19133,22,22,22,167,-,3.7583ns,-,-,-,-,40,-,-
BF,1,2901,23136,23,2396,3456,17103,14,57884,19129,23,23,23,167,-,3.8183ns,-,-,-,-,56,-,-
BF,1,2902,23519,19,2504,3774,17082,14,58156,19362,20,20,20,145,-,3.7783ns,-,-,-,-,38,-,-
BF,1,2903,23532,20,2513,3768,17089,14,58225,19395,21,21,21,148,-,3.7583ns,-,-,-,-,39,-,-
BF,1,2904,23030,22,2391,3408,17053,14,57711,19076,22,22,22,164,-,3.7583ns,-,-,-,-,40,-,-
BF,1,2905,23312,23,2291,3372,17466,14,59102,19275,23,23,23,169,-,3.7983ns,-,-,-,-,62,-,-
BF,1,2906,23417,19,2391,3774,17094,14,58103,19265,20,20,20,144,-,3.7833ns,-,-,-,-,35,-,-
BF,1,2907,23968,20,2610,3750,17440,14,59930,19692,21,21,21,154,-,3.7783ns,-,-,-,-,42,-,-
BF,1,2908,23459,25,1561,3552,18118,14,60295,19640,25,25,25,214,-,3.6383ns,-,-,-,-,45,-,-
BF,1,2909,23316,24,2291,3372,17468,14,59134,19293,24,24,24,171,-,3.7983ns,-,-,-,-,64,-,-
BF,1,2910,23943,21,1771,3762,18180,14,61170,20009,23,23,23,216,-,3.5683ns,-,-,-,-,34,-,-
BF,1,2911,24010,20,2501,3762,17562,14,60214,19745,22,22,22,171,-,3.7783ns,-,-,-,-,56,-,-
BF,1,2912,23745,20,2437,3522,17444,5,61066,20048,20,20,20,337,-,3.7583ns,-,-,-,-,32,-,-
BF,1,2913,23763,21,2446,3522,17451,5,61132,20054,21,21,21,339,-,3.7983ns,-,-,-,-,46,-,-
BF,1,2914,23199,19,2298,3600,17105,5,58120,19266,19,19,19,191,-,3.7833ns,-,-,-,-,31,-,-
BF,1,2915,23215,20,2307,3600,17111,5,58188,19245,20,20,20,192,-,3.7383ns,-,-,-,-,32,-,-
BF,1,2916,23723,21,2399,3474,17505,5,61025,20069,21,21,21,340,-,3.7583ns,-,-,-,-,33,-,-
BF,1,2917,23741,22,2408,3474,17512,5,61104,20083,22,22,22,342,-,3.8183ns,-,-,-,-,48,-,-
BF,1,2918,23667,19,2516,3780,17161,5,59042,19717,20,20,20,205,-,3.7783ns,-,-,-,-,32,-,-
BF,1,2919,23688,20,2525,3780,17170,5,59123,19753,21,21,21,208,-,3.7783ns,-,-,-,-,33,-,-
BF,1,2920,23507,21,2403,3420,17347,5,60451,19905,21,21,21,332,-,3.7583ns,-,-,-,-,33,-,-
BF,1,2921,23747,23,2303,3342,17752,5,61859,20112,23,23,23,345,-,3.7983ns,-,-,-,-,54,-,-
BF,1,2922,23594,19,2403,3780,17200,5,59003,19637,20,20,20,206,-,3.7833ns,-,-,-,-,29,-,-
BF,1,2923,24153,20,2622,3762,17550,5,60896,20097,21,21,21,214,-,3.7783ns,-,-,-,-,36,-,-
BF,1,2924,23859,25,1584,3522,18360,5,62884,20358,25,25,25,388,-,3.5683ns,-,-,-,-,38,-,-
BF,1,2925,23749,24,2303,3342,17752,5,61886,20127,24,24,24,347,-,3.7983ns,-,-,-,-,56,-,-
BF,1,2926,24122,21,1794,3768,18281,5,62119,20349,23,23,23,274,-,3.5683ns,-,-,-,-,28,-,-
BF,1,2927,24194,20,2513,3774,17671,5,61179,20149,22,22,22,231,-,3.7783ns,-,-,-,-,50,-,-
BF,1,2928,23159,20,2385,3510,17092,0,57900,19184,20,20,20,172,-,3.7583ns,-,-,-,-,40,-,-
BF,1,2929,23144,21,2394,3510,17065,0,57872,19149,21,21,21,175,-,3.8583ns,-,-,-,-,42,-,-
BF,1,2930,22963,19,2276,3594,16963,0,56992,18868,19,19,19,130,-,3.7833ns,-,-,-,-,38,-,-
BF,1,2931,22976,20,2285,3594,16967,0,57044,18834,20,20,20,130,-,3.7283ns,-,-,-,-,40,-,-
BF,1,2932,23099,21,2377,3462,17087,0,57788,19162,21,21,21,173,-,3.7983ns,-,-,-,-,42,-,-
BF,1,2933,23116,22,2386,3462,17094,0,57853,19165,22,22,22,174,-,3.8383ns,-,-,-,-,44,-,-
BF,1,2934,23505,19,2494,3780,17083,0,58157,19411,20,20,20,148,-,3.7383ns,-,-,-,-,39,-,-
BF,1,2935,23516,20,2503,3774,17089,0,58211,19432,21,21,21,150,-,3.7583ns,-,-,-,-,41,-,-
BF,1,2936,23012,21,2381,3414,17054,0,57661,19069,21,21,21,163,-,3.7583ns,-,-,-,-,42,-,-
BF,1,2937,23307,25,2281,3372,17469,0,58561,19335,25,25,25,185,-,3.7883ns,-,-,-,-,36,-,-
BF,1,2938,23395,19,2381,3780,17092,0,58086,19272,20,20,20,142,-,3.7833ns,-,-,-,-,36,-,-
BF,1,2939,23966,22,2600,3756,17439,0,59394,19752,23,23,23,171,-,3.7733ns,-,-,-,-,29,-,-
BF,1,2940,22159,25,1372,3558,17001,0,56877,18511,25,25,25,228,-,5.494ns,-,-,-,-,37,-,-
BF,1,2941,23308,26,2281,3372,17469,0,58574,19344,26,26,26,186,-,3.7883ns,-,-,-,-,38,-,-
BF,1,2942,22700,21,1582,3768,17122,0,57745,18818,23,23,23,228,-,5.454ns,-,-,-,-,30,-,-
BF,1,2943,24014,22,2491,3768,17567,0,59707,19822,24,24,24,188,-,3.7733ns,-,-,-,-,30,-,-
BF,1,2944,23657,23,2420,3522,17400,5,60612,19977,23,23,23,310,-,3.7783ns,-,-,-,-,51,-,-
BF,1,2945,23674,24,2429,3522,17407,5,60674,19978,24,24,24,311,-,3.7983ns,-,-,-,-,65,-,-
BF,1,2946,23071,22,2281,3600,17025,5,57551,19126,22,22,22,160,-,3.7833ns,-,-,-,-,50,-,-
BF,1,2947,23084,23,2290,3600,17029,5,57602,19092,23,23,23,160,-,3.7283ns,-,-,-,-,51,-,-
BF,1,2948,23645,24,2382,3474,17471,5,60652,19982,24,24,24,313,-,3.7583ns,-,-,-,-,52,-,-
BF,1,2949,23661,25,2391,3474,17477,5,60712,19986,25,25,25,314,-,3.7983ns,-,-,-,-,67,-,-
BF,1,2950,23577,22,2499,3780,17114,5,58646,19629,23,23,23,179,-,3.7383ns,-,-,-,-,51,-,-
BF,1,2951,23596,23,2508,3780,17122,5,58708,19651,24,24,24,181,-,3.7783ns,-,-,-,-,52,-,-
BF,1,2952,23521,24,2386,3426,17399,5,60324,19884,24,24,24,305,-,3.7583ns,-,-,-,-,52,-,-
BF,1,2953,23712,26,2286,3366,17737,5,61497,20041,26,26,26,318,-,3.7983ns,-,-,-,-,73,-,-
BF,1,2954,23501,22,2386,3780,17151,5,58578,19519,23,23,23,179,-,3.7833ns,-,-,-,-,48,-,-
BF,1,2955,24057,23,2605,3762,17498,5,60464,19979,24,24,24,187,-,3.7783ns,-,-,-,-,55,-,-
BF,1,2956,23851,28,1567,3546,18373,5,62627,20318,28,28,28,360,-,3.6383ns,-,-,-,-,57,-,-
BF,1,2957,23710,27,2286,3366,17735,5,61499,20043,27,27,27,318,-,3.7983ns,-,-,-,-,75,-,-
BF,1,2958,24055,24,1777,3768,18259,5,61732,20221,26,26,26,246,-,3.6383ns,-,-,-,-,47,-,-
BF,1,2959,24136,23,2496,3774,17656,5,60832,20042,25,25,25,205,-,3.7783ns,-,-,-,-,69,-,-
BF,1,2960,23738,24,2437,3522,17423,5,61064,20114,24,24,24,351,-,3.7783ns,-,-,-,-,46,-,-
BF,1,2961,23754,25,2446,3522,17429,5,61122,20112,25,25,25,352,-,3.7983ns,-,-,-,-,60,-,-
BF,1,2962,23166,23,2298,3618,17044,5,58034,19285,23,23,23,201,-,3.7833ns,-,-,-,-,45,-,-
BF,1,2963,23178,24,2307,3618,17047,5,58083,19251,24,24,24,201,-,3.7283ns,-,-,-,-,46,-,-
BF,1,2964,23724,25,2399,3474,17492,5,61098,20117,25,25,25,354,-,3.7583ns,-,-,-,-,47,-,-
BF,1,2965,23741,26,2408,3474,17499,5,61160,20119,26,26,26,355,-,3.7983ns,-,-,-,-,62,-,-
BF,1,2966,23672,23,2516,3798,17133,5,59129,19790,24,24,24,220,-,3.7383ns,-,-,-,-,46,-,-
BF,1,2967,23690,24,2525,3798,17140,5,59189,19812,25,25,25,222,-,3.7783ns,-,-,-,-,47,-,-
BF,1,2968,23548,25,2403,3426,17368,5,60714,20022,25,25,25,346,-,3.7583ns,-,-,-,-,47,-,-
BF,1,2969,23889,27,2303,3384,17838,5,62279,20306,27,27,27,359,-,3.7983ns,-,-,-,-,68,-,-
BF,1,2970,23661,23,2403,3780,17253,5,59367,19784,24,24,24,220,-,3.7833ns,-,-,-,-,43,-,-
BF,1,2971,24238,24,2622,3786,17597,5,61266,20256,25,25,25,228,-,3.7783ns,-,-,-,-,50,-,-
BF,1,2972,24027,29,1584,3564,18472,5,63402,20585,29,29,29,402,-,3.6383ns,-,-,-,-,52,-,-
BF,1,2973,23887,28,2303,3384,17835,5,62280,20309,28,28,28,360,-,3.7983ns,-,-,-,-,70,-,-
BF,1,2974,24200,25,1794,3792,18324,5,62463,20494,27,27,27,285,-,3.6383ns,-,-,-,-,42,-,-
BF,1,2975,24283,24,2513,3798,17724,5,61559,20311,26,26,26,243,-,3.7783ns,-,-,-,-,64,-,-
BF,1,2976,23604,23,2404,3522,17392,5,60246,19879,23,23,23,281,-,3.7783ns,-,-,-,-,35,-,-
BF,1,2977,23621,24,2413,3522,17399,5,60308,19880,24,24,24,282,-,3.7983ns,-,-,-,-,49,-,-
BF,1,2978,22974,22,2265,3600,16973,5,57072,18986,22,22,22,131,-,3.7833ns,-,-,-,-,34,-,-
BF,1,2979,22988,23,2274,3600,16978,5,57124,18953,23,23,23,131,-,3.7283ns,-,-,-,-,35,-,-
BF,1,2980,23593,24,2366,3474,17464,5,60287,19885,24,24,24,284,-,3.7583ns,-,-,-,-,36,-,-
BF,1,2981,23609,25,2375,3474,17470,5,60347,19889,25,25,25,285,-,3.7983ns,-,-,-,-,51,-,-
BF,1,2982,23481,22,2483,3780,17064,5,58157,19486,23,23,23,149,-,3.7383ns,-,-,-,-,35,-,-
BF,1,2983,23501,23,2492,3780,17072,5,58232,19517,24,24,24,152,-,3.7783ns,-,-,-,-,36,-,-
BF,1,2984,23466,24,2370,3426,17389,5,59949,19781,24,24,24,276,-,3.7583ns,-,-,-,-,36,-,-
BF,1,2985,23615,26,2270,3366,17687,5,61012,19900,26,26,26,287,-,3.7983ns,-,-,-,-,57,-,-
BF,1,2986,23404,22,2370,3780,17101,5,58090,19380,23,23,23,148,-,3.7833ns,-,-,-,-,32,-,-
BF,1,2987,23960,23,2589,3762,17448,5,59977,19839,24,24,24,156,-,3.7783ns,-,-,-,-,39,-,-
BF,1,2988,23753,28,1551,3546,18323,5,62140,20176,28,28,28,328,-,3.6383ns,-,-,-,-,41,-,-
BF,1,2989,23613,27,2270,3366,17685,5,61014,19902,27,27,27,287,-,3.7983ns,-,-,-,-,59,-,-
BF,1,2990,23957,24,1761,3768,18209,5,61245,20081,26,26,26,214,-,3.6383ns,-,-,-,-,31,-,-
BF,1,2991,24038,23,2480,3774,17606,5,60346,19902,25,25,25,173,-,3.7783ns,-,-,-,-,53,-,-
BF,1,2992,23596,20,2404,3522,17395,0,60202,19837,20,20,20,275,-,3.7983ns,-,-,-,-,40,-,-
BF,1,2993,23612,21,2413,3522,17401,0,60261,19837,21,21,21,276,-,3.8183ns,-,-,-,-,42,-,-
BF,1,2994,22960,19,2265,3600,16967,0,57018,18948,19,19,19,128,-,3.7833ns,-,-,-,-,38,-,-
BF,1,2995,22973,20,2274,3600,16971,0,57070,18914,20,20,20,128,-,3.7283ns,-,-,-,-,40,-,-
BF,1,2996,23570,21,2366,3474,17454,0,60209,19832,21,21,21,276,-,3.7983ns,-,-,-,-,42,-,-
BF,1,2997,23587,22,2375,3474,17461,0,60272,19834,22,22,22,277,-,3.8383ns,-,-,-,-,44,-,-
BF,1,2998,23464,19,2483,3780,17058,0,58094,19440,20,20,20,143,-,3.7183ns,-,-,-,-,39,-,-
BF,1,2999,23485,20,2492,3780,17066,0,58172,19472,21,21,21,147,-,3.7783ns,-,-,-,-,41,-,-
BF,1,3000,23443,21,2370,3426,17382,0,59872,19732,21,21,21,265,-,3.7983ns,-,-,-,-,42,-,-
BF,1,3001,,,,,,,,,,,,,,,,,,,,,
BF,1,3002,23383,19,2370,3780,17095,0,58018,19328,20,20,20,138,-,3.7833ns,-,-,-,-,36,-,-
BF,1,3003,26923,21,5711,3786,17271,0,65747,23068,22,22,22,155,-,2.317ns,-,-,-,-,40,-,-
BF,1,3004,23558,25,1551,3384,18285,0,62007,20077,25,25,25,338,-,3.6383ns,-,-,-,-,36,-,-
BF,1,3005,,,,,,,,,,,,,,,,,,,,,
BF,1,3006,23892,21,1761,3768,18142,0,61184,20068,23,23,23,221,-,3.6383ns,-,-,-,-,30,-,-
BF,1,3007,27033,21,5602,3798,17462,0,66202,23203,23,23,23,171,-,2.357ns,-,-,-,-,40,-,-
BF,1,3008,23070,35,2270,3600,16971,16,57466,19152,35,35,35,213,-,3.7833ns,-,-,-,-,54,-,-
BF,1,3009,23072,36,2279,3594,16969,16,57496,19105,36,36,36,214,-,3.7283ns,-,-,-,-,64,-,-
BF,1,3010,23070,35,2270,3600,16971,16,57466,19152,35,35,35,213,-,3.7833ns,-,-,-,-,41,-,-
BF,1,3011,23074,36,2279,3594,16970,16,57511,19116,36,36,36,215,-,3.7283ns,-,-,-,-,41,-,-
BF,1,3012,23569,35,2488,3780,17051,16,58557,19695,36,36,36,234,-,3.7383ns,-,-,-,-,55,-,-
BF,1,3013,23580,36,2497,3774,17052,16,58651,19744,37,37,37,241,-,3.7583ns,-,-,-,-,66,-,-
BF,1,3014,23569,35,2488,3780,17051,16,58557,19695,36,36,36,234,-,3.7383ns,-,-,-,-,41,-,-
BF,1,3015,23578,36,2497,3774,17054,16,58624,19725,37,37,37,237,-,3.7583ns,-,-,-,-,41,-,-
BF,1,3016,23505,35,2384,3780,17096,16,58515,19526,36,36,36,229,-,3.7833ns,-,-,-,-,42,-,-
BF,1,3017,24059,36,2603,3756,17444,16,60400,20021,37,37,37,240,-,3.7983ns,-,-,-,-,49,-,-
BF,1,3018,23505,35,2384,3780,17096,16,58515,19526,36,36,36,229,-,3.7833ns,-,-,-,-,41,-,-
BF,1,3019,24059,36,2603,3756,17444,16,60400,20021,37,37,37,240,-,3.7983ns,-,-,-,-,49,-,-
BF,1,3020,24092,37,1775,3768,18223,16,61811,20341,39,39,39,310,-,3.5683ns,-,-,-,-,51,-,-
BF,1,3021,24141,36,2494,3768,17603,16,60775,20090,38,38,38,260,-,3.7983ns,-,-,-,-,56,-,-
BF,1,3022,24092,37,1775,3768,18223,16,61811,20341,39,39,39,310,-,3.5683ns,-,-,-,-,51,-,-
BF,1,3023,24141,36,2494,3768,17603,16,60775,20090,38,38,38,260,-,3.7983ns,-,-,-,-,56,-,-
BF,1,3024,23328,37,2385,3516,17147,14,58613,19546,37,37,37,266,-,3.7583ns,-,-,-,-,46,-,-
BF,1,3025,23316,38,2394,3516,17117,14,58623,19536,38,38,38,275,-,3.8183ns,-,-,-,-,58,-,-
BF,1,3026,23123,35,2276,3600,17015,14,57661,19171,35,35,35,218,-,3.7833ns,-,-,-,-,31,-,-
BF,1,3027,23132,36,2285,3594,17018,14,57719,19167,36,36,36,221,-,3.7283ns,-,-,-,-,31,-,-
BF,1,3028,23280,38,2377,3462,17157,14,58580,19521,38,38,38,270,-,3.7583ns,-,-,-,-,47,-,-
BF,1,3029,23296,39,2386,3462,17162,14,58630,19540,39,39,39,272,-,3.8183ns,-,-,-,-,60,-,-
BF,1,3030,23608,35,2494,3780,17084,14,58646,19605,36,36,36,236,-,3.7383ns,-,-,-,-,31,-,-
BF,1,3031,23618,36,2503,3774,17086,14,58708,19634,37,37,37,241,-,3.8283ns,-,-,-,-,31,-,-
BF,1,3032,23150,38,2381,3414,17074,14,58340,19416,38,38,38,267,-,3.7583ns,-,-,-,-,32,-,-
BF,1,3033,23455,39,2281,3378,17511,14,59772,19670,39,39,39,271,-,3.8483ns,-,-,-,-,49,-,-
BF,1,3034,23531,35,2381,3780,17120,14,58636,19537,36,36,36,236,-,3.7833ns,-,-,-,-,31,-,-
BF,1,3035,24127,36,2600,3756,17509,14,60611,20019,37,37,37,248,-,3.7983ns,-,-,-,-,39,-,-
BF,1,3036,23619,41,1562,3558,18159,14,61058,20024,41,41,41,326,-,3.5883ns,-,-,-,-,52,-,-
BF,1,3037,23456,40,2281,3378,17509,14,59791,19682,40,40,40,274,-,3.8483ns,-,-,-,-,50,-,-
BF,1,3038,24144,37,1772,3768,18270,14,61979,20365,39,39,39,320,-,3.5683ns,-,-,-,-,41,-,-
BF,1,3039,24201,36,2491,3768,17660,14,61011,20113,38,38,38,268,-,3.7983ns,-,-,-,-,46,-,-
BF,1,3040,23757,36,2404,3552,17423,5,60866,20092,36,36,36,373,-,3.7583ns,-,-,-,-,39,-,-
BF,1,3041,23780,37,2413,3552,17429,5,60975,20149,37,37,37,381,-,3.8383ns,-,-,-,-,50,-,-
BF,1,3042,23154,35,2265,3606,17065,5,57798,19145,35,35,35,213,-,3.7833ns,-,-,-,-,25,-,-
BF,1,3043,23172,36,2274,3606,17070,5,57875,19175,36,36,36,217,-,3.6883ns,-,-,-,-,25,-,-
BF,1,3044,23758,37,2366,3528,17483,5,60953,20139,37,37,37,376,-,3.7583ns,-,-,-,-,40,-,-
BF,1,3045,23776,38,2375,3528,17485,5,61038,20185,38,38,38,383,-,3.7983ns,-,-,-,-,52,-,-
BF,1,3046,23658,35,2483,3786,17156,5,58901,19669,36,36,36,228,-,3.7383ns,-,-,-,-,25,-,-
BF,1,3047,23677,36,2492,3786,17160,5,58982,19707,37,37,37,234,-,3.7783ns,-,-,-,-,25,-,-
BF,1,3048,23613,37,2370,3456,17410,5,60622,19992,37,37,37,372,-,3.7583ns,-,-,-,-,26,-,-
BF,1,3049,23789,39,2270,3372,17754,5,61841,20174,39,39,39,388,-,3.7983ns,-,-,-,-,42,-,-
BF,1,3050,23553,35,2370,3786,17159,5,58719,19623,36,36,36,233,-,3.7833ns,-,-,-,-,25,-,-
BF,1,3051,24146,36,2589,3762,17546,5,60723,20059,37,37,37,244,-,3.7783ns,-,-,-,-,33,-,-
BF,1,3052,23901,41,1551,3552,18359,5,62842,20447,41,41,41,434,-,3.5883ns,-,-,-,-,45,-,-
BF,1,3053,23788,40,2270,3372,17750,5,61858,20188,40,40,40,391,-,3.7983ns,-,-,-,-,43,-,-
BF,1,3054,24111,37,1761,3768,18265,5,61969,20342,39,39,39,312,-,3.5883ns,-,-,-,-,35,-,-
BF,1,3055,24227,36,2480,3774,17705,5,61132,20161,38,38,38,263,-,3.7783ns,-,-,-,-,40,-,-
BF,1,3056,22362,31,2264,3114,16802,0,56361,18686,31,31,31,182,-,3.7833ns,-,-,-,-,44,-,-
BF,1,3057,22373,32,2273,3114,16804,0,56410,18651,32,32,32,182,-,3.7283ns,-,-,-,-,42,-,-
BF,1,3058,22362,31,2264,3114,16802,0,56361,18686,31,31,31,182,-,3.7833ns,-,-,-,-,23,-,-
BF,1,3059,22373,32,2273,3114,16804,0,56410,18651,32,32,32,182,-,3.7283ns,-,-,-,-,24,-,-
BF,1,3060,22889,31,2482,3294,16918,0,57584,19257,32,32,32,195,-,3.7183ns,-,-,-,-,46,-,-
BF,1,3061,22907,32,2491,3294,16923,0,57646,19257,33,33,33,199,-,3.7283ns,-,-,-,-,44,-,-
BF,1,3062,22889,31,2482,3294,16918,0,57584,19257,32,32,32,195,-,3.7183ns,-,-,-,-,24,-,-
BF,1,3063,22907,32,2491,3294,16923,0,57646,19257,33,33,33,199,-,3.7283ns,-,-,-,-,25,-,-
BF,1,3064,22795,31,2369,3294,16941,0,57389,19068,32,32,32,191,-,3.7833ns,-,-,-,-,21,-,-
BF,1,3065,23507,39,2588,3288,17344,0,59240,19789,40,40,40,287,-,3.7733ns,-,-,-,-,35,-,-
BF,1,3066,22795,31,2369,3294,16941,0,57389,19068,32,32,32,191,-,3.7833ns,-,-,-,-,21,-,-
BF,1,3067,23507,39,2588,3288,17344,0,59240,19789,40,40,40,287,-,3.7733ns,-,-,-,-,31,-,-
BF,1,3068,22158,37,1570,3288,16957,0,57347,18786,39,39,39,343,-,5.494ns,-,-,-,-,33,-,-
BF,1,3069,23586,39,2479,3300,17504,0,59510,19853,41,41,41,303,-,3.7733ns,-,-,-,-,36,-,-
BF,1,3070,22158,37,1570,3288,16957,0,57347,18786,39,39,39,343,-,5.494ns,-,-,-,-,29,-,-
BF,1,3071,23586,39,2479,3300,17504,0,59510,19853,41,41,41,303,-,3.7733ns,-,-,-,-,32,-,-
BF,1,3072,6754,19,1494,3594,1554,32,11842,5085,19,19,19,80,-,3.1051ns,-,-,-,-,47,-,-
BF,1,3073,6602,21,1494,3420,1569,32,11852,5085,21,21,21,87,-,2.665ns,-,-,-,-,63,-,-
BF,1,3074,6754,19,1494,3594,1554,32,11842,5085,19,19,19,80,-,3.1051ns,-,-,-,-,47,-,-
BF,1,3075,6605,21,1494,3420,1572,32,11858,5088,21,21,21,87,-,2.665ns,-,-,-,-,49,-,-
BF,1,3076,7145,20,1603,3750,1660,32,12823,5513,21,21,21,100,-,3.0651ns,-,-,-,-,49,-,-
BF,1,3077,7142,22,1603,3768,1633,32,12811,5496,23,23,23,106,-,2.735ns,-,-,-,-,66,-,-
BF,1,3078,7145,20,1603,3750,1660,32,12823,5513,21,21,21,100,-,3.0651ns,-,-,-,-,49,-,-
BF,1,3079,7142,22,1603,3768,1633,32,12804,5494,23,23,23,106,-,2.735ns,-,-,-,-,51,-,-
BF,1,3080,7193,19,1599,3774,1691,32,12836,5470,20,20,20,97,-,2.9951ns,-,-,-,-,48,-,-
BF,1,3081,7193,19,1599,3774,1691,32,12836,5470,20,20,20,97,-,2.9951ns,-,-,-,-,48,-,-
BF,1,3082,7193,19,1599,3774,1691,32,12836,5470,20,20,20,97,-,2.9951ns,-,-,-,-,48,-,-
BF,1,3083,7193,19,1599,3774,1691,32,12836,5470,20,20,20,97,-,2.9951ns,-,-,-,-,48,-,-
BF,1,3084,7197,20,1490,3762,1797,32,13004,5530,22,22,22,116,-,2.9751ns,-,-,-,-,50,-,-
BF,1,3085,7197,20,1490,3762,1797,32,13004,5530,22,22,22,116,-,2.9751ns,-,-,-,-,50,-,-
BF,1,3086,7197,20,1490,3762,1797,32,13004,5530,22,22,22,116,-,2.9751ns,-,-,-,-,50,-,-
BF,1,3087,7197,20,1490,3762,1797,32,13004,5530,22,22,22,116,-,2.9751ns,-,-,-,-,50,-,-
BF,1,3088,6945,21,1500,3654,1641,30,12460,5334,21,21,21,120,-,3.0651ns,-,-,-,-,39,-,-
BF,1,3089,6807,23,1500,3486,1666,30,12474,5327,23,23,23,125,-,2.66ns,-,-,-,-,57,-,-
BF,1,3090,6770,19,1500,3594,1565,30,11891,5146,19,19,19,81,-,3.1051ns,-,-,-,-,37,-,-
BF,1,3091,6616,21,1500,3420,1577,30,11883,5108,21,21,21,89,-,2.645ns,-,-,-,-,39,-,-
BF,1,3092,6934,23,1492,3600,1689,30,12518,5359,23,23,23,123,-,3.0651ns,-,-,-,-,41,-,-
BF,1,3093,6797,25,1492,3432,1713,30,12560,5368,25,25,25,130,-,2.71ns,-,-,-,-,61,-,-
BF,1,3094,7155,20,1609,3750,1665,30,12751,5473,21,21,21,101,-,3.0651ns,-,-,-,-,39,-,-
BF,1,3095,7181,22,1609,3768,1670,30,12807,5473,23,23,23,104,-,2.645ns,-,-,-,-,41,-,-
BF,1,3096,6802,22,1496,3552,1607,30,12256,5254,22,22,22,117,-,2.9751ns,-,-,-,-,40,-,-
BF,1,3097,6802,22,1496,3552,1607,30,12256,5254,22,22,22,117,-,2.9751ns,-,-,-,-,40,-,-
BF,1,3098,7204,19,1605,3774,1696,30,12877,5526,20,20,20,99,-,2.9951ns,-,-,-,-,38,-,-
BF,1,3099,7204,19,1605,3774,1696,30,12877,5526,20,20,20,99,-,2.9951ns,-,-,-,-,38,-,-
BF,1,3100,6769,24,1387,3552,1680,30,12282,5292,24,24,24,120,-,2.9751ns,-,-,-,-,42,-,-
BF,1,3101,6769,24,1387,3552,1680,30,12282,5292,24,24,24,120,-,2.9751ns,-,-,-,-,42,-,-
BF,1,3102,7207,20,1496,3762,1801,30,13033,5579,22,22,22,118,-,2.9751ns,-,-,-,-,40,-,-
BF,1,3103,7207,20,1496,3762,1801,30,13033,5579,22,22,22,118,-,2.9751ns,-,-,-,-,40,-,-
BF,1,3104,7348,21,1490,3648,1937,21,14945,5969,21,21,21,252,-,2.4401ns,-,-,-,-,33,-,-
BF,1,3105,7189,23,1490,3456,1963,21,14944,5955,23,23,23,259,-,2.7ns,-,-,-,-,51,-,-
BF,1,3106,6774,18,1490,3600,1566,21,12143,5225,18,18,18,97,-,2.4101ns,-,-,-,-,30,-,-
BF,1,3107,6628,20,1490,3426,1587,21,12216,5192,20,20,20,104,-,2.655ns,-,-,-,-,32,-,-
BF,1,3108,7342,22,1482,3600,1985,21,15001,5986,22,22,22,254,-,2.4401ns,-,-,-,-,34,-,-
BF,1,3109,7188,24,1482,3408,2016,21,15020,5982,24,24,24,261,-,2.71ns,-,-,-,-,53,-,-
BF,1,3110,7184,19,1599,3750,1700,21,13171,5617,20,20,20,114,-,2.4101ns,-,-,-,-,32,-,-
BF,1,3111,7221,21,1599,3774,1707,21,13262,5666,22,22,22,120,-,2.685ns,-,-,-,-,34,-,-
BF,1,3112,7290,22,1486,3588,1947,21,14805,5953,22,22,22,248,-,2.4401ns,-,-,-,-,34,-,-
BF,1,3113,7181,24,1575,3360,1982,21,14908,5965,24,24,24,243,-,2.1001ns,-,-,-,-,55,-,-
BF,1,3114,7160,18,1595,3780,1649,21,13022,5602,19,19,19,115,-,2.4101ns,-,-,-,-,31,-,-
BF,1,3115,7160,18,1595,3780,1649,21,13022,5602,19,19,19,115,-,2.4101ns,-,-,-,-,31,-,-
BF,1,3116,7770,24,1584,3768,2142,21,15921,6349,24,24,24,255,-,2.4451ns,-,-,-,-,37,-,-
BF,1,3117,7179,25,1575,3360,1979,21,14924,5977,25,25,25,244,-,2.1201ns,-,-,-,-,57,-,-
BF,1,3118,7186,19,1486,3762,1787,21,13239,5635,21,21,21,130,-,2.4101ns,-,-,-,-,33,-,-
BF,1,3119,7186,19,1486,3762,1787,21,13239,5635,21,21,21,130,-,2.4101ns,-,-,-,-,33,-,-
BF,1,3120,6760,24,1488,3594,1567,16,11979,5182,24,24,24,95,-,3.0151ns,-,-,-,-,44,-,-
BF,1,3121,6607,26,1488,3426,1576,16,11963,5135,26,26,26,101,-,2.625ns,-,-,-,-,48,-,-
BF,1,3122,6760,24,1488,3594,1567,16,11979,5182,24,24,24,95,-,3.0151ns,-,-,-,-,44,-,-
BF,1,3123,6607,26,1488,3426,1576,16,11963,5135,26,26,26,101,-,2.625ns,-,-,-,-,48,-,-
BF,1,3124,7182,25,1597,3756,1699,16,12998,5574,26,26,26,114,-,3.0151ns,-,-,-,-,47,-,-
BF,1,3125,7207,27,1597,3774,1704,16,13065,5578,28,28,28,116,-,2.625ns,-,-,-,-,51,-,-
BF,1,3126,7182,25,1597,3756,1699,16,12998,5574,26,26,26,114,-,3.0151ns,-,-,-,-,47,-,-
BF,1,3127,7207,27,1597,3774,1704,16,13065,5578,28,28,28,116,-,2.625ns,-,-,-,-,51,-,-
BF,1,3128,7203,24,1593,3780,1708,16,12959,5556,25,25,25,106,-,2.9951ns,-,-,-,-,45,-,-
